<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
ЛУКОЙЛ;D;20/07/18;000000;4341.5;4357.5;4286;4300;583727;0
ЛУКОЙЛ;D;23/07/18;000000;4295;4382.5;4276.5;4340;441943;0
ЛУКОЙЛ;D;24/07/18;000000;4360;4360;4317.5;4322;335070;0
ЛУКОЙЛ;D;25/07/18;000000;4313;4396;4305;4385;473223;0
ЛУКОЙЛ;D;26/07/18;000000;4400;4421;4387.5;4420;526688;0
ЛУКОЙЛ;D;27/07/18;000000;4417.5;4426;4383;4425;359062;0
ЛУКОЙЛ;D;30/07/18;000000;4400.5;4430;4370.5;4410;446564;0
ЛУКОЙЛ;D;31/07/18;000000;4400.5;4488;4377.5;4451.5;804159;0
ЛУКОЙЛ;D;01/08/18;000000;4460;4509;4454.5;4494;513113;0
ЛУКОЙЛ;D;02/08/18;000000;4480;4527;4478;4501.5;442911;0
ЛУКОЙЛ;D;03/08/18;000000;4494.5;4529;4467.5;4499.5;479872;0
ЛУКОЙЛ;D;06/08/18;000000;4500;4517;4450;4479;410588;0
ЛУКОЙЛ;D;07/08/18;000000;4479.5;4539;4472;4520;428396;0
ЛУКОЙЛ;D;08/08/18;000000;4520;4525;4448;4499;536737;0
ЛУКОЙЛ;D;09/08/18;000000;4490;4598;4490;4598;703235;0
ЛУКОЙЛ;D;10/08/18;000000;4594;4648;4546;4577;672844;0
ЛУКОЙЛ;D;13/08/18;000000;4560;4601.5;4521.5;4541;728393;0
ЛУКОЙЛ;D;14/08/18;000000;4560;4579;4452.5;4460;755229;0
ЛУКОЙЛ;D;15/08/18;000000;4448;4465;4361.5;4428.5;886845;0
ЛУКОЙЛ;D;16/08/18;000000;4428;4440;4351.5;4396;435882;0
ЛУКОЙЛ;D;17/08/18;000000;4382;4418;4358;4375;435110;0
ЛУКОЙЛ;D;20/08/18;000000;4395;4425;4370;4386;268812;0
ЛУКОЙЛ;D;21/08/18;000000;4395;4466.5;4353;4465;511221;0
ЛУКОЙЛ;D;22/08/18;000000;4472;4512.5;4449;4512.5;507810;0
ЛУКОЙЛ;D;23/08/18;000000;4515;4541;4421;4450;656777;0
ЛУКОЙЛ;D;24/08/18;000000;4450;4531.5;4423;4500.5;629549;0
ЛУКОЙЛ;D;27/08/18;000000;4502;4577;4492;4577;249917;0
ЛУКОЙЛ;D;28/08/18;000000;4580.5;4598;4545;4587.5;405787;0
ЛУКОЙЛ;D;29/08/18;000000;4590;4687.5;4585;4638.5;641159;0
ЛУКОЙЛ;D;30/08/18;000000;4663;4738;4640.5;4702;687858;0
ЛУКОЙЛ;D;31/08/18;000000;4695;4719.5;4663;4700.5;711666;0
ЛУКОЙЛ;D;03/09/18;000000;4698;4749;4685.5;4728;287508;0
ЛУКОЙЛ;D;04/09/18;000000;4747;4762.5;4704.5;4717;352050;0
ЛУКОЙЛ;D;05/09/18;000000;4704;4710.5;4637;4637;529456;0
ЛУКОЙЛ;D;06/09/18;000000;4628;4650;4594;4610.5;581929;0
ЛУКОЙЛ;D;07/09/18;000000;4620;4649;4547;4623;603403;0
ЛУКОЙЛ;D;10/09/18;000000;4648.5;4715;4643;4688.5;413242;0
ЛУКОЙЛ;D;11/09/18;000000;4677;4746.5;4665.5;4706.5;766622;0
ЛУКОЙЛ;D;12/09/18;000000;4705;4744.5;4622.5;4622.5;587167;0
ЛУКОЙЛ;D;13/09/18;000000;4621;4688.5;4608;4659;588717;0
ЛУКОЙЛ;D;14/09/18;000000;4650;4670;4603;4604;442226;0
ЛУКОЙЛ;D;17/09/18;000000;4619;4643;4572;4631;454385;0
ЛУКОЙЛ;D;18/09/18;000000;4630;4697;4601.5;4685;698734;0
ЛУКОЙЛ;D;19/09/18;000000;4692;4726.5;4673.5;4719;609508;0
ЛУКОЙЛ;D;20/09/18;000000;4709.5;4735;4676.5;4701;1677197;0
ЛУКОЙЛ;D;21/09/18;000000;4686.5;4755;4678.5;4737.5;1411763;0
ЛУКОЙЛ;D;24/09/18;000000;4747;4798;4724.5;4780;615869;0
ЛУКОЙЛ;D;25/09/18;000000;4800;4900;4780;4900;721203;0
ЛУКОЙЛ;D;26/09/18;000000;4899;4908.5;4777;4828.5;934054;0
ЛУКОЙЛ;D;27/09/18;000000;4821;4952.5;4813;4952;1133318;0
ЛУКОЙЛ;D;28/09/18;000000;4945;5042.5;4930.5;5022;761477;0
ЛУКОЙЛ;D;01/10/18;000000;5045;5115;4980;5016;944915;0
ЛУКОЙЛ;D;02/10/18;000000;5033;5037.5;4877;4898.5;842901;0
ЛУКОЙЛ;D;03/10/18;000000;4912.5;5055;4905;5035;1027078;0
ЛУКОЙЛ;D;04/10/18;000000;5024;5035;4956;4990;804543;0
ЛУКОЙЛ;D;05/10/18;000000;4989;5043.5;4962.5;4987;503118;0
ЛУКОЙЛ;D;08/10/18;000000;4982.5;5015;4941.5;4966;381963;0
ЛУКОЙЛ;D;09/10/18;000000;4981.5;5031;4970.5;4971.5;436837;0
ЛУКОЙЛ;D;10/10/18;000000;4993.5;4993.5;4901.5;4901.5;395030;0
ЛУКОЙЛ;D;11/10/18;000000;4840;4883;4770.5;4804;947246;0
ЛУКОЙЛ;D;12/10/18;000000;4850;4880.5;4806;4806;478564;0
ЛУКОЙЛ;D;15/10/18;000000;4837;4837;4733;4747;435853;0
ЛУКОЙЛ;D;16/10/18;000000;4755;4797;4721.5;4795;468178;0
ЛУКОЙЛ;D;17/10/18;000000;4820;4832.5;4732;4773;395161;0
ЛУКОЙЛ;D;18/10/18;000000;4749;4770;4682;4694.5;457730;0
ЛУКОЙЛ;D;19/10/18;000000;4709.5;4750;4665.5;4693;662876;0
ЛУКОЙЛ;D;22/10/18;000000;4710;4725;4635.5;4673.5;383719;0
ЛУКОЙЛ;D;23/10/18;000000;4691;4896;4691;4770;2808341;0
ЛУКОЙЛ;D;24/10/18;000000;4825;4995;4798;4995;6612873;0
ЛУКОЙЛ;D;25/10/18;000000;4940;4968;4886;4943;1790415;0
ЛУКОЙЛ;D;26/10/18;000000;4921;4924.5;4806;4888.5;1085876;0
ЛУКОЙЛ;D;29/10/18;000000;4885;4926.5;4856;4872.5;624901;0
ЛУКОЙЛ;D;30/10/18;000000;4841;4855;4726;4778.5;840102;0
ЛУКОЙЛ;D;31/10/18;000000;4800.5;4946;4800.5;4945;799085;0
ЛУКОЙЛ;D;01/11/18;000000;4910;5004;4861.5;4937;695196;0
ЛУКОЙЛ;D;02/11/18;000000;4948;5004.5;4910;4980;895847;0
ЛУКОЙЛ;D;06/11/18;000000;5000;5083;4976;5055;910145;0
ЛУКОЙЛ;D;07/11/18;000000;5054.5;5174.5;5016;5174.5;732623;0
ЛУКОЙЛ;D;08/11/18;000000;5176;5192.5;5130;5160;588944;0
ЛУКОЙЛ;D;09/11/18;000000;5136;5147.5;4996.5;5094.5;896172;0
ЛУКОЙЛ;D;12/11/18;000000;5101.5;5191;5101.5;5129;521518;0
ЛУКОЙЛ;D;13/11/18;000000;5119;5126.5;4941;4959.5;1246408;0
ЛУКОЙЛ;D;14/11/18;000000;4923;4933;4831.5;4856.5;964537;0
ЛУКОЙЛ;D;15/11/18;000000;4864.5;4914;4835;4854;569079;0
ЛУКОЙЛ;D;16/11/18;000000;4860.5;4915;4813;4824;655941;0
ЛУКОЙЛ;D;19/11/18;000000;4850;4912;4820;4845.5;595428;0
ЛУКОЙЛ;D;20/11/18;000000;4820;4830;4743;4809.5;620325;0
ЛУКОЙЛ;D;21/11/18;000000;4799;4835;4766;4800;632581;0
ЛУКОЙЛ;D;22/11/18;000000;4791.5;4819;4755;4813.5;435668;0
ЛУКОЙЛ;D;23/11/18;000000;4800;4800;4624.5;4670;1188339;0
ЛУКОЙЛ;D;26/11/18;000000;4699.5;4699.5;4555;4623;1165029;0
ЛУКОЙЛ;D;27/11/18;000000;4632;4703;4609;4689;1042648;0
ЛУКОЙЛ;D;28/11/18;000000;4699;4758;4655.5;4717.5;778668;0
ЛУКОЙЛ;D;29/11/18;000000;4729;4796;4659;4766;1277988;0
ЛУКОЙЛ;D;30/11/18;000000;4771;4900;4765;4896;1412897;0
ЛУКОЙЛ;D;03/12/18;000000;4995;5098.5;4952;5098.5;1399629;0
ЛУКОЙЛ;D;04/12/18;000000;5100;5221;5030;5209;1270270;0
ЛУКОЙЛ;D;05/12/18;000000;5156;5260;5129.5;5260;943848;0
ЛУКОЙЛ;D;06/12/18;000000;5220;5325;5084;5162.5;1361884;0
ЛУКОЙЛ;D;07/12/18;000000;5170;5321.5;5103;5266.5;1471855;0
ЛУКОЙЛ;D;10/12/18;000000;5249;5342;5149;5173.5;1073265;0
ЛУКОЙЛ;D;11/12/18;000000;5151;5289.5;5114;5267;884766;0
ЛУКОЙЛ;D;12/12/18;000000;5250;5270;5102;5102;833397;0
ЛУКОЙЛ;D;13/12/18;000000;5105;5156;5040.5;5131.5;901995;0
ЛУКОЙЛ;D;14/12/18;000000;5119.5;5141.5;5079;5100;734502;0
ЛУКОЙЛ;D;17/12/18;000000;5091;5137.5;5071;5100;629951;0
ЛУКОЙЛ;D;18/12/18;000000;5049;5049.5;4900;4925;1405909;0
ЛУКОЙЛ;D;19/12/18;000000;4890;4928.5;4865;4910;936443;0
ЛУКОЙЛ;D;20/12/18;000000;4830;4838.5;4716.5;4808.5;1557668;0
ЛУКОЙЛ;D;21/12/18;000000;4789.5;4954;4745;4930;2283579;0
ЛУКОЙЛ;D;24/12/18;000000;4900;4966;4842.5;4909;623396;0
ЛУКОЙЛ;D;25/12/18;000000;4841;4842.5;4744.5;4810;269077;0
ЛУКОЙЛ;D;26/12/18;000000;4829;4859;4803;4829.5;182587;0
ЛУКОЙЛ;D;27/12/18;000000;4901;4925.5;4858;4884;494744;0
ЛУКОЙЛ;D;28/12/18;000000;4911;5009.5;4901.5;4955.5;662664;0
ЛУКОЙЛ;D;29/12/18;000000;4975;5000;4965;4997;57279;0
ЛУКОЙЛ;D;03/01/19;000000;4984;5050;4886.5;5007;632153;0
ЛУКОЙЛ;D;04/01/19;000000;5021;5083;5021;5074.5;350743;0
ЛУКОЙЛ;D;08/01/19;000000;5037;5056;4964.5;5039;989453;0
ЛУКОЙЛ;D;09/01/19;000000;5050;5077;5025;5060;820940;0
ЛУКОЙЛ;D;10/01/19;000000;5048.5;5152;5004;5152;807655;0
ЛУКОЙЛ;D;11/01/19;000000;5153.5;5212;5135.5;5200;682434;0
ЛУКОЙЛ;D;14/01/19;000000;5187;5200;5134.5;5200;418371;0
ЛУКОЙЛ;D;15/01/19;000000;5213.5;5237.5;5125;5195;611109;0
ЛУКОЙЛ;D;16/01/19;000000;5197;5209.5;5114;5129;507299;0
ЛУКОЙЛ;D;17/01/19;000000;5120;5187;5060;5184.5;704441;0
ЛУКОЙЛ;D;18/01/19;000000;5194;5206;5143;5193.5;585467;0
ЛУКОЙЛ;D;21/01/19;000000;5207;5224;5180.5;5200;279987;0
ЛУКОЙЛ;D;22/01/19;000000;5187;5212;5158.5;5186;651497;0
ЛУКОЙЛ;D;23/01/19;000000;5190.5;5222;5176.5;5205.5;593066;0
ЛУКОЙЛ;D;24/01/19;000000;5185.5;5196.5;5143.5;5196.5;640887;0
ЛУКОЙЛ;D;25/01/19;000000;5196;5246;5183.5;5215;667326;0
ЛУКОЙЛ;D;28/01/19;000000;5212;5215;5143;5165;659844;0
ЛУКОЙЛ;D;29/01/19;000000;5150;5215;5136;5196.5;515004;0
ЛУКОЙЛ;D;30/01/19;000000;5184.5;5227;5184;5227;456853;0
ЛУКОЙЛ;D;31/01/19;000000;5240;5300;5228;5272.5;791137;0
ЛУКОЙЛ;D;01/02/19;000000;5267.5;5329.5;5241;5319.5;546468;0
ЛУКОЙЛ;D;04/02/19;000000;5333;5406;5314.5;5350;489423;0
ЛУКОЙЛ;D;05/02/19;000000;5363.5;5435;5363;5435;395021;0
ЛУКОЙЛ;D;06/02/19;000000;5439;5488.5;5402.5;5461;569203;0
ЛУКОЙЛ;D;07/02/19;000000;5444;5464.5;5385;5385;560613;0
ЛУКОЙЛ;D;08/02/19;000000;5369.5;5403;5334.5;5386;517950;0
ЛУКОЙЛ;D;11/02/19;000000;5381.5;5440;5380;5419.5;425813;0
ЛУКОЙЛ;D;12/02/19;000000;5421.5;5475.5;5391.5;5439;438101;0
ЛУКОЙЛ;D;13/02/19;000000;5434;5435.5;5313;5351;750434;0
ЛУКОЙЛ;D;14/02/19;000000;5312;5395;5291;5360.5;811821;0
ЛУКОЙЛ;D;15/02/19;000000;5388;5448;5361.5;5426;455541;0
ЛУКОЙЛ;D;18/02/19;000000;5454;5485.5;5404;5483.5;505508;0
ЛУКОЙЛ;D;19/02/19;000000;5483.5;5496;5428.5;5443.5;518735;0
ЛУКОЙЛ;D;20/02/19;000000;5454;5495;5438.5;5445;583804;0
ЛУКОЙЛ;D;21/02/19;000000;5438;5465.5;5416;5447.5;473013;0
ЛУКОЙЛ;D;22/02/19;000000;5452;5527;5445.5;5527;570935;0
ЛУКОЙЛ;D;25/02/19;000000;5531;5587.5;5496.5;5533;548742;0
ЛУКОЙЛ;D;26/02/19;000000;5510;5551;5455.5;5551;595094;0
ЛУКОЙЛ;D;27/02/19;000000;5561;5581;5526.5;5580;472896;0
ЛУКОЙЛ;D;28/02/19;000000;5574;5587.5;5501;5501;852105;0
ЛУКОЙЛ;D;01/03/19;000000;5517;5535;5488;5500.5;486945;0
ЛУКОЙЛ;D;04/03/19;000000;5502.5;5550;5467;5546.5;425266;0
ЛУКОЙЛ;D;05/03/19;000000;5535;5660;5530;5622.5;649004;0
ЛУКОЙЛ;D;06/03/19;000000;5603;5730;5603;5713;770123;0
ЛУКОЙЛ;D;07/03/19;000000;5690;5719.5;5642.5;5677;621335;0
ЛУКОЙЛ;D;11/03/19;000000;5649;5669;5561;5561;664261;0
ЛУКОЙЛ;D;12/03/19;000000;5584;5618.5;5571;5576;558181;0
ЛУКОЙЛ;D;13/03/19;000000;5574;5609;5542.5;5609;530205;0
ЛУКОЙЛ;D;14/03/19;000000;5616;5627;5580;5608;451468;0
ЛУКОЙЛ;D;15/03/19;000000;5608;5662.5;5575.5;5662.5;988959;0
ЛУКОЙЛ;D;18/03/19;000000;5625.5;5674.5;5600;5610;482950;0
ЛУКОЙЛ;D;19/03/19;000000;5615;5682.5;5595;5682.5;552152;0
ЛУКОЙЛ;D;20/03/19;000000;5682.5;5770;5664;5770;682158;0
ЛУКОЙЛ;D;21/03/19;000000;5773;5793.5;5730;5759;1114265;0
ЛУКОЙЛ;D;22/03/19;000000;5759;5799;5732;5793.5;700914;0
ЛУКОЙЛ;D;25/03/19;000000;5760;5775;5729;5740;688816;0
ЛУКОЙЛ;D;26/03/19;000000;5749;5819.5;5728.5;5809;486415;0
ЛУКОЙЛ;D;27/03/19;000000;5805;5859.5;5802.5;5850;542224;0
ЛУКОЙЛ;D;28/03/19;000000;5840;5890;5809;5880;646392;0
ЛУКОЙЛ;D;29/03/19;000000;5881.5;5895;5841;5894;708494;0
ЛУКОЙЛ;D;01/04/19;000000;5893;5942.5;5878.5;5909;435156;0
ЛУКОЙЛ;D;02/04/19;000000;5919;5958;5902;5958;579149;0
ЛУКОЙЛ;D;03/04/19;000000;5961;5996;5926;5926;596004;0
ЛУКОЙЛ;D;04/04/19;000000;5929;5942.5;5863;5865;623610;0
ЛУКОЙЛ;D;05/04/19;000000;5865;5905;5822;5822;473476;0
ЛУКОЙЛ;D;08/04/19;000000;5851.5;5866.5;5800.5;5826;619901;0
ЛУКОЙЛ;D;09/04/19;000000;5851;5851;5695;5736;1067819;0
ЛУКОЙЛ;D;10/04/19;000000;5736;5738.5;5685.5;5692;763177;0
ЛУКОЙЛ;D;11/04/19;000000;5689.5;5695;5627.5;5630;710264;0
ЛУКОЙЛ;D;12/04/19;000000;5632;5647.5;5573.5;5600;610130;0
ЛУКОЙЛ;D;15/04/19;000000;5601;5637.5;5586;5590;435112;0
ЛУКОЙЛ;D;16/04/19;000000;5603;5662;5563;5609.5;733561;0
ЛУКОЙЛ;D;17/04/19;000000;5630;5650;5548;5584;654558;0
ЛУКОЙЛ;D;18/04/19;000000;5584;5610;5570;5610;469684;0
ЛУКОЙЛ;D;19/04/19;000000;5620;5632.5;5600;5602;83771;0
ЛУКОЙЛ;D;22/04/19;000000;5625;5696.5;5621.5;5690;276852;0
ЛУКОЙЛ;D;23/04/19;000000;5700;5833.5;5700;5780;814827;0
ЛУКОЙЛ;D;24/04/19;000000;5778;5800;5713.5;5760;637310;0
ЛУКОЙЛ;D;25/04/19;000000;5768;5787;5648.5;5648.5;813292;0
ЛУКОЙЛ;D;26/04/19;000000;5648;5648;5585;5588;671743;0
ЛУКОЙЛ;D;29/04/19;000000;5612;5650;5545.5;5552;461635;0
ЛУКОЙЛ;D;30/04/19;000000;5560;5581;5475;5511;924698;0
ЛУКОЙЛ;D;02/05/19;000000;5510;5574;5506.5;5551;551551;0
ЛУКОЙЛ;D;03/05/19;000000;5571.5;5599.5;5444;5453;729286;0
ЛУКОЙЛ;D;06/05/19;000000;5421;5478;5369;5478;439246;0
ЛУКОЙЛ;D;07/05/19;000000;5470.5;5479.5;5362;5405.5;1172134;0
ЛУКОЙЛ;D;08/05/19;000000;5400.5;5406.5;5331;5331;802222;0
ЛУКОЙЛ;D;10/05/19;000000;5315.5;5349.5;5258;5290;686582;0
ЛУКОЙЛ;D;13/05/19;000000;5300;5378;5287.5;5350;821742;0
ЛУКОЙЛ;D;14/05/19;000000;5330.5;5340;5165;5188.5;2213843;0
ЛУКОЙЛ;D;15/05/19;000000;5206.5;5206.5;5000;5000;1739424;0
ЛУКОЙЛ;D;16/05/19;000000;5000;5297.5;4980;5200;2899451;0
ЛУКОЙЛ;D;17/05/19;000000;5170;5292.5;5170;5260;1404659;0
ЛУКОЙЛ;D;20/05/19;000000;5254.5;5289;5172.5;5172.5;984747;0
ЛУКОЙЛ;D;21/05/19;000000;5190;5329.5;5173;5300;1132972;0
ЛУКОЙЛ;D;22/05/19;000000;5299.5;5364.5;5281;5317.5;747069;0
ЛУКОЙЛ;D;23/05/19;000000;5300;5308;5260;5275;869165;0
ЛУКОЙЛ;D;24/05/19;000000;5289;5313;5227.5;5240;848174;0
ЛУКОЙЛ;D;27/05/19;000000;5250;5277;5198;5220;511953;0
ЛУКОЙЛ;D;28/05/19;000000;5245;5272;5055;5100;6565822;0
ЛУКОЙЛ;D;29/05/19;000000;5094;5249;5064.5;5240;1640216;0
ЛУКОЙЛ;D;30/05/19;000000;5260;5324;5205;5230;1040325;0
ЛУКОЙЛ;D;31/05/19;000000;5200;5268.5;5185;5268.5;877247;0
ЛУКОЙЛ;D;03/06/19;000000;5256;5287;5226;5254.5;891610;0
ЛУКОЙЛ;D;04/06/19;000000;5250.5;5276.5;5142.5;5170;1120517;0
ЛУКОЙЛ;D;05/06/19;000000;5179.5;5184.5;5090;5103;912447;0
ЛУКОЙЛ;D;06/06/19;000000;5105;5157;5095;5156.5;800241;0
ЛУКОЙЛ;D;07/06/19;000000;5170;5184;5115;5133;1285920;0
ЛУКОЙЛ;D;10/06/19;000000;5140;5186;5140;5181;602248;0
ЛУКОЙЛ;D;11/06/19;000000;5175;5247;5165;5237;1054336;0
ЛУКОЙЛ;D;13/06/19;000000;5210;5229;5155;5210.5;1000055;0
ЛУКОЙЛ;D;14/06/19;000000;5192;5236.5;5178.5;5178.5;744740;0
ЛУКОЙЛ;D;17/06/19;000000;5178;5220.5;5163;5190;776446;0
ЛУКОЙЛ;D;18/06/19;000000;5183;5230;5157.5;5230;936099;0
ЛУКОЙЛ;D;19/06/19;000000;5231;5255.5;5169;5245;857438;0
ЛУКОЙЛ;D;20/06/19;000000;5267;5357.5;5258.5;5320;1663692;0
ЛУКОЙЛ;D;21/06/19;000000;5307;5338;5268.5;5338;1544936;0
ЛУКОЙЛ;D;24/06/19;000000;5338;5349;5270;5270;568356;0
ЛУКОЙЛ;D;25/06/19;000000;5264;5311.5;5252.5;5309.5;596594;0
ЛУКОЙЛ;D;26/06/19;000000;5307.5;5379;5307.5;5358.5;679718;0
ЛУКОЙЛ;D;27/06/19;000000;5365;5417;5344;5380;555938;0
ЛУКОЙЛ;D;28/06/19;000000;5380;5401.5;5292.5;5305;777518;0
ЛУКОЙЛ;D;01/07/19;000000;5358;5414;5352.5;5378.5;576904;0
ЛУКОЙЛ;D;02/07/19;000000;5388;5409.5;5359;5372;534736;0
ЛУКОЙЛ;D;03/07/19;000000;5378;5387.5;5326.5;5345.5;611671;0
ЛУКОЙЛ;D;04/07/19;000000;5346;5479.5;5340.5;5464.5;743542;0
ЛУКОЙЛ;D;05/07/19;000000;5469;5530;5431;5460;1034667;0
ЛУКОЙЛ;D;08/07/19;000000;5326;5379;5310;5357.5;678262;0
ЛУКОЙЛ;D;09/07/19;000000;5357.5;5389;5353;5374;471887;0
ЛУКОЙЛ;D;10/07/19;000000;5374;5376;5312;5365;624830;0
ЛУКОЙЛ;D;11/07/19;000000;5368.5;5374.5;5250;5270;717382;0
ЛУКОЙЛ;D;12/07/19;000000;5266;5287;5210.5;5263;509042;0
ЛУКОЙЛ;D;15/07/19;000000;5254;5263.5;5151.5;5178.5;670344;0
ЛУКОЙЛ;D;16/07/19;000000;5177;5200.5;5125;5190.5;659691;0
ЛУКОЙЛ;D;17/07/19;000000;5190;5243;5172;5206;579687;0
ЛУКОЙЛ;D;18/07/19;000000;5197.5;5223.5;5166;5166;364670;0
ЛУКОЙЛ;D;19/07/19;000000;5185;5235;5185;5200.5;284084;0
ЛУКОЙЛ;D;22/07/19;000000;5215.5;5240;5165.5;5165.5;359312;0
ЛУКОЙЛ;D;23/07/19;000000;5175;5215;5166.5;5202.5;298386;0
ЛУКОЙЛ;D;24/07/19;000000;5204.5;5205;5117;5134.5;538083;0
ЛУКОЙЛ;D;25/07/19;000000;5147;5155;5062;5096.5;838535;0
ЛУКОЙЛ;D;26/07/19;000000;5094;5150.5;5065;5075;881244;0
ЛУКОЙЛ;D;29/07/19;000000;5076;5118;5070;5094.5;390034;0
ЛУКОЙЛ;D;30/07/19;000000;5085.5;5106.5;5056;5105;685392;0
ЛУКОЙЛ;D;31/07/19;000000;5111;5262;5102.5;5226.5;1160288;0
ЛУКОЙЛ;D;01/08/19;000000;5205.5;5288.5;5194;5220.5;738210;0
ЛУКОЙЛ;D;02/08/19;000000;5168.5;5245;5110;5130;1026138;0
ЛУКОЙЛ;D;05/08/19;000000;5130;5169;5073.5;5139;1082766;0
ЛУКОЙЛ;D;06/08/19;000000;5135;5234.5;5120.5;5234.5;1314452;0
ЛУКОЙЛ;D;07/08/19;000000;5234;5262.5;5160;5210;1157490;0
ЛУКОЙЛ;D;08/08/19;000000;5236.5;5302.5;5236.5;5268;1010794;0
ЛУКОЙЛ;D;09/08/19;000000;5275;5287;5230.5;5287;766914;0
ЛУКОЙЛ;D;12/08/19;000000;5319.5;5344;5292;5320;721090;0
ЛУКОЙЛ;D;13/08/19;000000;5329.5;5330;5263.5;5276;796943;0
ЛУКОЙЛ;D;14/08/19;000000;5265.5;5283;5090.5;5106.5;944164;0
ЛУКОЙЛ;D;15/08/19;000000;5115;5123.5;5023.5;5023.5;888302;0
ЛУКОЙЛ;D;16/08/19;000000;5048;5125;4982;5000;1041926;0
ЛУКОЙЛ;D;19/08/19;000000;5030;5298;4996;5240;1904327;0
ЛУКОЙЛ;D;20/08/19;000000;5260;5326.5;5203;5326.5;1053295;0
ЛУКОЙЛ;D;21/08/19;000000;5335;5336;5254;5278;790942;0
ЛУКОЙЛ;D;22/08/19;000000;5287.5;5305;5231;5275;601288;0
ЛУКОЙЛ;D;23/08/19;000000;5278;5286.5;5158.5;5183.5;742478;0
ЛУКОЙЛ;D;26/08/19;000000;5147;5210;5097.5;5115;566049;0
ЛУКОЙЛ;D;27/08/19;000000;5124;5124;5035;5086.5;2851824;0
ЛУКОЙЛ;D;28/08/19;000000;5095.5;5242.5;5055.5;5195;1911636;0
ЛУКОЙЛ;D;29/08/19;000000;5219.5;5391;5199;5356;1905558;0
ЛУКОЙЛ;D;30/08/19;000000;5356;5395;5327;5379.5;740271;0
ЛУКОЙЛ;D;02/09/19;000000;5366;5506;5342;5475;843920;0
ЛУКОЙЛ;D;03/09/19;000000;5452;5469;5371;5419;667867;0
ЛУКОЙЛ;D;04/09/19;000000;5434.5;5476;5426.5;5450;683721;0
ЛУКОЙЛ;D;05/09/19;000000;5460;5549.5;5460;5524.5;794565;0
ЛУКОЙЛ;D;06/09/19;000000;5525.5;5555;5465;5526.5;692582;0
ЛУКОЙЛ;D;09/09/19;000000;5537;5568;5471;5500;393729;0
ЛУКОЙЛ;D;10/09/19;000000;5500.5;5504.5;5427;5476;485280;0
ЛУКОЙЛ;D;11/09/19;000000;5478.5;5540;5437;5540;698686;0
ЛУКОЙЛ;D;12/09/19;000000;5525;5536.5;5387.5;5429.5;853194;0
ЛУКОЙЛ;D;13/09/19;000000;5406.5;5409.5;5340.5;5377.5;638231;0
ЛУКОЙЛ;D;16/09/19;000000;5484;5582.5;5479.5;5559;1877393;0
ЛУКОЙЛ;D;17/09/19;000000;5560;5600;5416;5472.5;1006856;0
ЛУКОЙЛ;D;18/09/19;000000;5465;5480.5;5420;5467;573525;0
ЛУКОЙЛ;D;19/09/19;000000;5455;5470.5;5382;5391;1113944;0
ЛУКОЙЛ;D;20/09/19;000000;5389;5489;5371;5489;1578781;0
ЛУКОЙЛ;D;23/09/19;000000;5460;5460;5403;5420;622325;0
ЛУКОЙЛ;D;24/09/19;000000;5424;5438.5;5317.5;5337.5;688395;0
ЛУКОЙЛ;D;25/09/19;000000;5326.5;5343.5;5265.5;5343.5;628849;0
ЛУКОЙЛ;D;26/09/19;000000;5345;5399;5321;5387.5;619344;0
ЛУКОЙЛ;D;27/09/19;000000;5383;5439.5;5370;5405;414147;0
ЛУКОЙЛ;D;30/09/19;000000;5406;5435;5375.5;5387.5;477623;0
ЛУКОЙЛ;D;01/10/19;000000;5390;5750;5385;5530;1695589;0
ЛУКОЙЛ;D;02/10/19;000000;5530;5560;5405;5410;900852;0
ЛУКОЙЛ;D;03/10/19;000000;5411;5450;5354;5362.5;666857;0
ЛУКОЙЛ;D;04/10/19;000000;5384;5413.5;5300;5335;626907;0
ЛУКОЙЛ;D;07/10/19;000000;5341;5388.5;5321;5367;420486;0
ЛУКОЙЛ;D;08/10/19;000000;5376;5382;5315;5320;547392;0
ЛУКОЙЛ;D;09/10/19;000000;5319;5337.5;5290;5304;532105;0
ЛУКОЙЛ;D;10/10/19;000000;5308;5347;5261;5318.5;413506;0
ЛУКОЙЛ;D;11/10/19;000000;5350;5466.5;5335;5425;827177;0
ЛУКОЙЛ;D;14/10/19;000000;5448.5;5466;5387;5450;657236;0
ЛУКОЙЛ;D;15/10/19;000000;5446;5622.5;5413.5;5601.5;1786560;0
ЛУКОЙЛ;D;16/10/19;000000;5618;5803.5;5578;5710;3832134;0
ЛУКОЙЛ;D;17/10/19;000000;5730;5817;5697;5715;1746329;0
ЛУКОЙЛ;D;18/10/19;000000;5716;5748;5698;5720;717802;0
ЛУКОЙЛ;D;21/10/19;000000;5722;5808.5;5705.5;5768;1074335;0
ЛУКОЙЛ;D;22/10/19;000000;5800;5860.5;5771;5860.5;1208186;0
ЛУКОЙЛ;D;23/10/19;000000;5849.5;5976;5828;5976;1070604;0
ЛУКОЙЛ;D;24/10/19;000000;5960;6156;5957;6150;1730214;0
ЛУКОЙЛ;D;25/10/19;000000;6121;6150;6026.5;6117.5;892202;0
ЛУКОЙЛ;D;28/10/19;000000;6128.5;6194;5881;5916;1870618;0
ЛУКОЙЛ;D;29/10/19;000000;5920;5950;5775.5;5820;1880721;0
